国家,中华人民共和国,,,,,,,,,,,
省/直辖市,吉林省,,,,,,,,,,,
市,全省,,,,,,,,,,,
县/区,全市,,,,,,,,,,,
开始时间,2022年01月01日 00时,,,,,,,,,,,
结束时间,2022年12月31日 23时,,,,,,,,,,,
时区,GMT+08:00,,,,,,,,,,,
数据源,美国国家航空航天局,,,,,,,,,,,
,,,,,,,,,,,,
日期,时间,气温℃,湿度%,气压hPa,降水量mm/h,经向风m/s,纬向风m/s,地面风速m/s,风向°,地表水平辐射W/m^2,法向直接辐射W/m^2,散射辐射W/m^2
2022-01-01,00:00:00,-23.476467394436725,71.36434605419093,980.717024595324,1.8166057489378958e-07,-0.26431018917187393,1.5754364118873225,1.597454150828897,170.47620853245326,0.0,0.0,0.0
2022-01-01,01:00:00,-23.792905236886895,72.53901864991225,980.6553088356758,5.514801791531899e-07,-0.47032478805389616,1.8751775255347993,1.9332604993970044,165.91975430294778,0.0,0.0,0.0
2022-01-01,02:00:00,-23.988937351745477,73.2206120222375,980.2457597871379,3.862602589002401e-07,-0.6738498292676649,2.111123301690658,2.2160584801275722,162.29742752129678,0.0,0.0,0.0
2022-01-01,03:00:00,-24.059691287293134,73.52072401117661,979.6497873484884,8.611565541093232e-07,-0.8736332043641026,2.293897625982243,2.454628545066332,159.15061468850428,0.0,0.0,0.0
2022-01-01,04:00:00,-23.972093789076894,73.31917250078402,979.1338673882289,2.2655743115909783e-06,-1.0958434935351795,2.4828151493918895,2.713898308406794,156.18471020204194,0.0,0.0,0.0
2022-01-01,05:00:00,-23.77076709642509,72.9092658856867,978.6481899418465,7.5627823447838936e-06,-1.2462546285169238,2.6179539217968144,2.8994539720007935,154.54361476984718,0.0,0.0,0.0
2022-01-01,06:00:00,-23.409651248470823,72.28663451619553,978.041532003898,3.1645475607073906e-05,-1.347087306138863,2.7257265039045158,3.040432400900897,153.70085549750314,0.037917431486096526,6.000419574355623e-05,0.037913531213373194
2022-01-01,07:00:00,-22.35515178499091,69.95387608475201,977.4257189994707,8.44414140336932e-05,-1.4649505840324226,2.861850153115976,3.215006456066126,152.8925773063588,37.99541560826956,119.63877437163383,30.21889527411336
2022-01-01,08:00:00,-19.44271712992324,64.96225921305329,976.8527115733384,0.00035014701445751877,-1.7669609817578518,3.001818790407925,3.483255253566808,149.51765112912486,154.8538688660294,486.05444360521676,67.4160052202052
2022-01-01,09:00:00,-16.46106031089886,62.22413053370226,976.004681396756,0.0008844993993710321,-1.8350660602457511,2.7284757556642676,3.2881677868858152,146.0767663127014,256.67096170813284,525.2776834443099,104.09811680492344
2022-01-01,10:00:00,-13.654272615970513,61.486180194789696,974.775387999526,0.001690602299441424,-1.3056254753162984,2.609296441390055,2.9177192806789543,153.41778429513948,311.7345141839614,483.55191214307115,136.317874438748
2022-01-01,11:00:00,-11.387939793268913,62.76638629070459,973.4019478393016,0.0024061216462184986,-0.46563810442333764,2.7787086427884335,2.8174528506788,170.4871283350421,309.69534871343535,373.5955707958095,163.28979126999405
2022-01-01,12:00:00,-9.930111170045507,66.12572933083356,972.3782189958124,0.004732438723152669,0.5350583861683529,2.9644422817272926,3.0123421980747143,190.23128127524572,250.38660274812418,207.27346382522578,172.48830358005034
